id_Controlador,indexControl,fechaHora,includedVars,PowerFail,TimeOn,EnergySaving,ActiveEnergy,AparentEnergy,PowerFactor,OverVoltageEvents,UnderVoltageEvents,driverFailure,lampFailure
1,1,2024-01-01T00:00:00+00:00Z,1023,0,53,0.55,3.53,1.48,0.79,0,1,1,0
1,2,2024-01-01T00:00:00+00:00Z,1023,1,5,0.64,8.56,11.17,0.62,0,1,0,0
1,1,2024-01-01T00:56:00+00:00Z,1023,1,24,1.66,8.62,1.41,0.39,1,0,0,1
1,2,2024-01-01T00:56:00+00:00Z,1023,0,20,0.57,5.02,11.51,0.99,1,0,0,0
1,1,2024-01-01T02:05:00+00:00Z,703,0,,1.56,,7.42,0.2,0,1,0,0
1,2,2024-01-01T02:05:00+00:00Z,1023,1,53,1.86,7.75,8.92,0.95,1,1,0,0
1,1,2024-01-01T03:06:00+00:00Z,1023,0,40,0.7,7.45,5.72,0.62,0,1,1,0
1,2,2024-01-01T03:06:00+00:00Z,959,1,4,0.83,,10.4,0.91,1,0,1,1
1,1,2024-01-01T03:59:00+00:00Z,1023,1,3,1.17,3.7,11.26,0.62,0,0,1,1
1,2,2024-01-01T03:59:00+00:00Z,1023,1,31,0.85,7.16,5.17,0.13,1,1,1,1
1,1,2024-01-01T05:07:00+00:00Z,1023,1,12,0.83,5.36,2.14,0.86,1,0,0,1
1,2,2024-01-01T05:07:00+00:00Z,1023,0,51,1.51,8.84,3.74,0.25,1,0,1,1
1,1,2024-01-01T06:16:00+00:00Z,1023,1,44,1.56,9.5,4.73,0.59,0,0,0,0
1,2,2024-01-01T06:16:00+00:00Z,1023,0,40,1.36,4.28,6.97,0.35,1,0,1,1
1,1,2024-01-01T07:11:00+00:00Z,1019,0,41,0.99,4.2,1.48,0.16,0,,1,0
1,2,2024-01-01T07:11:00+00:00Z,1023,0,45,1.76,4.01,7.9,0.49,0,0,1,1
1,1,2024-01-01T08:03:00+00:00Z,1023,1,48,0.64,6.07,10.49,0.41,0,0,1,0
1,2,2024-01-01T08:03:00+00:00Z,1022,1,51,1.99,8.61,5.25,0.69,1,0,0,
1,1,2024-01-01T08:57:00+00:00Z,1023,0,29,1.81,7.71,7.48,0.03,0,0,0,1
1,2,2024-01-01T08:57:00+00:00Z,895,1,56,,3.04,11.64,0.36,0,1,0,0
1,1,2024-01-01T09:59:00+00:00Z,991,1,9,1.28,2.31,,0.61,1,1,0,1
1,2,2024-01-01T09:59:00+00:00Z,1023,0,52,0.93,6.75,9.18,0.13,1,0,1,0
1,1,2024-01-01T10:49:00+00:00Z,1015,1,26,1.45,7.99,3.03,0.73,,1,0,1
1,2,2024-01-01T10:49:00+00:00Z,503,,37,0.67,1.44,1.48,0.57,,1,1,0
1,1,2024-01-01T11:56:00+00:00Z,1023,0,60,1.34,1.81,7.66,0.05,0,0,0,0
1,2,2024-01-01T11:56:00+00:00Z,1023,0,54,1.48,9.21,3.26,0.39,1,0,1,1
1,1,2024-01-01T12:57:00+00:00Z,1023,0,30,1.96,1.3,1.61,0.2,0,1,0,1
1,2,2024-01-01T12:57:00+00:00Z,1022,1,51,1.12,8.97,10.47,0.21,0,0,1,
1,1,2024-01-01T13:56:00+00:00Z,1023,0,25,1.95,7.7,2.74,0.85,0,1,0,1
1,2,2024-01-01T13:56:00+00:00Z,1023,0,3,1.25,3.03,11.26,0.12,0,1,1,0
1,1,2024-01-01T14:50:00+00:00Z,1023,0,35,1.2,3.88,7.71,0.87,0,1,0,1
1,2,2024-01-01T14:50:00+00:00Z,1023,1,0,1.59,8.33,2.93,0.82,0,1,0,1
1,1,2024-01-01T15:57:00+00:00Z,1023,0,50,1.96,6.27,9.06,0.03,0,1,1,0
1,2,2024-01-01T15:57:00+00:00Z,1023,1,25,0.52,6.78,11.14,0.3,1,0,1,0
1,1,2024-01-01T17:06:00+00:00Z,1023,0,53,1.18,1.48,7.39,0.77,1,1,0,0
1,2,2024-01-01T17:06:00+00:00Z,1023,0,58,1.25,3.89,5.16,0.18,1,1,0,1
1,1,2024-01-01T18:16:00+00:00Z,1023,1,48,1.36,9.32,4.56,0.26,0,0,1,1
1,2,2024-01-01T18:16:00+00:00Z,1023,1,32,0.83,5.98,10.75,0.54,1,1,0,1
