id_Controlador,indexControl,fechaHora,includedVars,PowerFail,TimeOn,EnergySaving,ActiveEnergy,AparentEnergy,PowerFactor,OverVoltageEvents,UnderVoltageEvents,driverFailure,lampFailure
1,1,2025-01-01T00:00:00+00:00Z,1023,0,0,0.54,1.78,10.52,0.7,1,1,1,1
1,2,2025-01-01T00:00:00+00:00Z,1023,1,18,1.46,3.7,10.67,0.05,0,0,0,0
1,1,2025-01-01T01:05:00+00:00Z,991,0,40,0.96,9.84,,0.23,1,1,0,0
1,2,2025-01-01T01:05:00+00:00Z,1023,1,37,1.18,4.39,7.15,0.14,1,0,1,0
1,1,2025-01-01T02:09:00+00:00Z,1023,0,44,1.56,3.01,6.23,0.15,1,1,1,1
1,2,2025-01-01T02:09:00+00:00Z,1023,1,34,0.69,8.85,7.32,0.88,1,0,0,1
1,1,2025-01-01T03:04:00+00:00Z,1023,0,50,0.95,4.13,10.8,0.18,1,0,1,0
1,2,2025-01-01T03:04:00+00:00Z,1023,1,30,1.31,3.75,8.77,0.17,0,0,0,0
1,1,2025-01-01T04:05:00+00:00Z,1023,0,36,1.62,7.09,10.93,0.85,1,1,1,0
1,2,2025-01-01T04:05:00+00:00Z,1023,0,52,1.43,1.77,3.77,0.18,0,1,0,1
1,1,2025-01-01T05:10:00+00:00Z,1023,1,27,0.71,3.14,4.06,0.11,1,0,1,1
1,2,2025-01-01T05:10:00+00:00Z,1023,0,14,1.9,6.75,5.32,0.92,0,0,1,1
1,1,2025-01-01T06:08:00+00:00Z,1023,0,9,0.64,2.59,8.22,0.08,1,0,0,1
1,2,2025-01-01T06:08:00+00:00Z,1022,1,15,1.99,8.02,2.58,0.54,0,1,0,
1,1,2025-01-01T07:03:00+00:00Z,1023,0,2,1.01,2.19,7.19,0.85,0,1,1,0
1,2,2025-01-01T07:03:00+00:00Z,1023,1,37,0.53,5.19,9.28,0.01,1,1,0,0
1,1,2025-01-01T08:07:00+00:00Z,1023,1,1,1.7,5.55,5.93,0.4,1,1,1,1
1,2,2025-01-01T08:07:00+00:00Z,511,,52,1.46,1.12,10.11,0.28,1,0,1,0
1,1,2025-01-01T09:13:00+00:00Z,1023,1,28,1.02,8.75,8.88,0.39,0,0,0,0
1,2,2025-01-01T09:13:00+00:00Z,1023,0,49,0.73,4.44,5.77,0.41,0,1,0,0
1,1,2025-01-01T10:21:00+00:00Z,959,0,13,1.66,,8.89,0.59,0,1,0,0
1,2,2025-01-01T10:21:00+00:00Z,511,,38,1.03,2.88,8.68,0.56,0,1,0,0
1,1,2025-01-01T11:14:00+00:00Z,1023,1,49,1.22,5.51,4.83,0.12,0,1,1,0
1,2,2025-01-01T11:14:00+00:00Z,1023,0,2,1.31,8.51,7.65,0.86,0,0,0,1
1,1,2025-01-01T12:20:00+00:00Z,1023,0,22,1.52,6.75,8.86,1.0,1,0,0,1
1,2,2025-01-01T12:20:00+00:00Z,1023,0,3,0.53,6.49,4.26,0.32,0,0,1,1
1,1,2025-01-01T13:27:00+00:00Z,1023,1,8,1.22,5.85,10.8,0.91,0,0,1,1
1,2,2025-01-01T13:27:00+00:00Z,1019,0,10,1.58,8.39,5.07,0.43,0,,1,0
1,1,2025-01-01T14:30:00+00:00Z,1023,0,7,0.87,5.09,4.91,0.36,1,1,1,1
1,2,2025-01-01T14:30:00+00:00Z,1023,0,23,0.72,6.22,9.46,0.82,1,1,1,1
1,1,2025-01-01T15:35:00+00:00Z,1023,1,52,1.52,2.85,1.68,0.31,0,1,0,1
1,2,2025-01-01T15:35:00+00:00Z,1023,0,60,1.37,2.94,5.3,0.47,0,0,0,0
1,1,2025-01-01T16:29:00+00:00Z,1023,1,2,1.94,8.57,5.98,0.53,1,0,1,0
1,2,2025-01-01T16:29:00+00:00Z,1023,0,18,1.99,4.1,3.42,0.08,0,0,1,0
1,1,2025-01-01T17:27:00+00:00Z,1023,1,14,1.5,8.14,2.36,0.18,0,1,0,1
1,2,2025-01-01T17:27:00+00:00Z,1023,0,4,0.6,6.35,9.32,0.43,0,1,1,1
1,1,2025-01-01T18:29:00+00:00Z,1023,0,3,1.83,6.16,3.69,0.96,0,1,1,0
1,2,2025-01-01T18:29:00+00:00Z,1023,1,54,0.65,9.56,3.76,0.15,0,0,1,1
1,1,2025-01-01T19:27:00+00:00Z,1023,0,26,1.97,1.63,1.58,0.52,1,1,1,1
1,2,2025-01-01T19:27:00+00:00Z,1023,1,34,0.65,7.64,5.06,0.84,1,0,1,0
1,1,2025-01-01T20:27:00+00:00Z,1023,0,43,0.59,6.36,1.7,0.88,0,1,0,1
1,2,2025-01-01T20:27:00+00:00Z,1023,0,15,1.27,3.43,8.38,0.83,1,0,0,0
1,1,2025-01-01T21:34:00+00:00Z,1023,0,35,1.91,1.7,9.33,0.84,0,0,1,0
1,2,2025-01-01T21:34:00+00:00Z,1023,1,14,0.66,5.71,8.86,0.14,1,1,0,1
1,1,2025-01-01T22:26:00+00:00Z,1023,1,16,0.72,9.98,6.12,0.89,1,0,1,0
1,2,2025-01-01T22:26:00+00:00Z,1023,1,26,1.04,8.65,4.12,0.82,1,0,1,1
1,1,2025-01-01T23:19:00+00:00Z,983,1,52,1.58,9.82,,0.8,,0,1,1
1,2,2025-01-01T23:19:00+00:00Z,1023,0,6,1.81,8.18,1.96,0.47,1,0,1,1
1,1,2025-01-02T00:23:00+00:00Z,1023,0,4,1.2,7.66,8.69,0.98,0,1,0,0
1,2,2025-01-02T00:23:00+00:00Z,1023,1,24,1.05,8.72,6.52,0.76,1,0,1,0
1,1,2025-01-02T01:21:00+00:00Z,1023,1,17,1.99,4.8,1.52,0.2,0,0,1,0
1,2,2025-01-02T01:21:00+00:00Z,1021,0,39,0.61,1.67,8.06,0.71,1,1,,1
1,1,2025-01-02T02:30:00+00:00Z,1023,1,19,1.15,3.93,6.36,0.6,1,1,1,0
1,2,2025-01-02T02:30:00+00:00Z,1023,1,46,1.35,1.42,8.39,0.56,1,1,1,1
1,1,2025-01-02T03:33:00+00:00Z,1023,0,32,1.6,1.51,1.74,0.93,1,0,1,1
1,2,2025-01-02T03:33:00+00:00Z,1023,1,38,1.3,7.52,1.59,0.22,1,1,0,0
1,1,2025-01-02T04:23:00+00:00Z,959,0,10,0.59,,7.35,0.86,1,1,1,0
1,2,2025-01-02T04:23:00+00:00Z,895,0,1,,8.31,2.86,0.32,0,0,0,1
1,1,2025-01-02T05:23:00+00:00Z,1023,1,21,2.0,9.64,5.1,0.78,1,1,0,1
1,2,2025-01-02T05:23:00+00:00Z,1023,0,25,1.33,3.59,11.8,0.11,0,1,1,1
1,1,2025-01-02T06:18:00+00:00Z,1023,0,44,0.51,7.47,11.32,0.92,0,0,0,1
1,2,2025-01-02T06:18:00+00:00Z,1023,1,32,0.75,9.77,9.6,0.74,0,1,0,0
1,1,2025-01-02T07:18:00+00:00Z,1023,1,49,1.24,5.44,6.61,0.43,0,0,0,0
1,2,2025-01-02T07:18:00+00:00Z,1019,0,12,1.61,3.23,2.08,0.27,1,,1,1
1,1,2025-01-02T08:28:00+00:00Z,1023,0,37,0.56,5.35,1.68,0.99,0,1,0,1
1,2,2025-01-02T08:28:00+00:00Z,1023,0,24,1.57,4.41,2.44,0.66,0,0,1,0
1,1,2025-01-02T09:19:00+00:00Z,1023,0,38,0.94,6.26,6.92,0.9,0,0,0,1
1,2,2025-01-02T09:19:00+00:00Z,1023,1,17,1.38,2.35,3.45,0.68,0,0,0,1
1,1,2025-01-02T10:15:00+00:00Z,1023,1,2,1.37,1.01,1.48,0.57,0,0,0,1
1,2,2025-01-02T10:15:00+00:00Z,1023,0,31,1.33,1.62,2.26,0.95,1,0,1,1
1,1,2025-01-02T11:06:00+00:00Z,1023,0,25,1.48,4.21,4.73,0.13,1,1,1,1
1,2,2025-01-02T11:06:00+00:00Z,1023,0,17,0.71,6.9,6.26,0.82,1,1,1,0
1,1,2025-01-02T11:58:00+00:00Z,1023,1,35,0.96,1.09,4.16,0.08,1,1,0,0
1,2,2025-01-02T11:58:00+00:00Z,1023,1,44,1.17,4.24,1.95,0.19,0,0,1,1
1,1,2025-01-02T13:05:00+00:00Z,1023,0,25,0.83,1.04,8.28,0.21,0,1,0,1
1,2,2025-01-02T13:05:00+00:00Z,1023,1,52,0.99,8.94,7.54,0.77,0,0,1,1
1,1,2025-01-02T14:09:00+00:00Z,1023,0,57,0.59,9.17,11.38,0.17,1,1,0,0
1,2,2025-01-02T14:09:00+00:00Z,1023,0,38,1.96,4.81,10.36,0.83,0,0,1,0
1,1,2025-01-02T15:09:00+00:00Z,1023,0,55,0.77,7.47,4.81,0.4,0,1,0,0
1,2,2025-01-02T15:09:00+00:00Z,959,1,34,0.77,,4.85,0.17,0,0,1,0
1,1,2025-01-02T16:08:00+00:00Z,1023,1,32,1.16,7.6,2.48,0.84,1,1,0,1
1,2,2025-01-02T16:08:00+00:00Z,1023,1,30,1.36,8.76,9.48,0.2,0,0,1,1
1,1,2025-01-02T19:07:00+00:00Z,959,1,15,1.91,,6.73,0.7,0,0,1,1
1,2,2025-01-02T19:07:00+00:00Z,1023,0,22,0.92,2.18,7.3,0.11,1,0,1,0
1,1,2025-01-02T19:59:00+00:00Z,1023,1,37,0.79,2.8,1.5,0.75,0,0,1,1
1,2,2025-01-02T19:59:00+00:00Z,1023,1,28,0.84,1.38,4.3,0.51,1,1,0,1
1,1,2025-01-02T20:54:00+00:00Z,1023,1,27,1.66,9.18,1.82,0.42,0,1,1,1
1,2,2025-01-02T20:54:00+00:00Z,1023,0,38,1.12,7.66,2.38,0.19,1,0,0,1
1,1,2025-01-02T21:53:00+00:00Z,1023,1,18,1.75,3.67,8.17,0.21,1,1,0,0
1,2,2025-01-02T21:53:00+00:00Z,1023,1,58,0.88,3.57,11.5,0.26,0,1,0,0
1,1,2025-01-02T22:50:00+00:00Z,1023,0,9,1.6,7.21,3.16,0.66,0,1,0,0
1,2,2025-01-02T22:50:00+00:00Z,1023,0,17,1.37,4.19,8.78,0.54,0,1,0,1
1,1,2025-01-02T23:58:00+00:00Z,1023,1,59,1.0,7.2,9.11,0.9,1,1,0,1
1,2,2025-01-02T23:58:00+00:00Z,1023,1,33,0.92,6.38,11.32,0.27,1,1,1,1
1,1,2025-01-03T00:57:00+00:00Z,1021,0,3,0.77,9.17,3.41,0.41,1,1,,1
1,2,2025-01-03T00:57:00+00:00Z,1023,1,58,1.12,9.4,10.86,0.49,0,0,0,1
1,1,2025-01-03T01:47:00+00:00Z,1023,1,22,1.13,9.56,1.15,0.63,1,1,1,1
1,2,2025-01-03T01:47:00+00:00Z,1023,0,31,1.06,2.86,1.78,0.54,0,1,1,0
1,1,2025-01-03T02:37:00+00:00Z,1023,1,11,1.68,9.7,3.53,0.7,1,0,1,0
1,2,2025-01-03T02:37:00+00:00Z,1023,0,30,0.79,4.96,6.12,0.0,1,0,0,0
1,1,2025-01-03T03:34:00+00:00Z,1023,1,0,0.76,3.53,7.83,0.84,1,1,0,0
1,2,2025-01-03T03:34:00+00:00Z,1023,1,56,1.44,9.88,7.28,0.89,1,1,0,0
1,1,2025-01-03T04:34:00+00:00Z,1023,0,56,1.45,6.25,1.87,0.69,1,0,0,0
1,2,2025-01-03T04:34:00+00:00Z,1023,0,24,1.43,2.04,3.61,0.24,0,1,0,0
1,1,2025-01-03T05:34:00+00:00Z,1023,0,26,1.3,6.87,9.07,0.67,1,0,0,0
1,2,2025-01-03T05:34:00+00:00Z,1007,0,60,0.61,6.94,6.09,,0,0,0,0
1,1,2025-01-03T06:34:00+00:00Z,1023,0,9,1.02,7.12,5.3,0.69,1,1,0,0
1,2,2025-01-03T06:34:00+00:00Z,1023,1,39,1.18,2.65,4.06,0.76,1,0,1,0
1,1,2025-01-03T07:30:00+00:00Z,1023,0,21,1.59,6.88,6.46,0.66,1,1,0,0
1,2,2025-01-03T07:30:00+00:00Z,1023,0,43,0.83,8.69,6.59,0.93,0,0,0,1
1,1,2025-01-03T08:36:00+00:00Z,1023,1,45,0.91,7.47,3.75,0.01,1,0,0,0
1,2,2025-01-03T08:36:00+00:00Z,1023,0,48,1.95,3.41,8.66,0.34,0,1,1,1
1,1,2025-01-03T09:35:00+00:00Z,1023,0,59,0.82,5.75,6.61,0.24,0,1,1,0
1,2,2025-01-03T09:35:00+00:00Z,1023,1,4,0.85,2.83,3.5,0.68,1,1,0,1
1,1,2025-01-03T10:43:00+00:00Z,1023,0,0,0.55,3.87,10.53,0.68,0,0,0,1
1,2,2025-01-03T10:43:00+00:00Z,1023,0,41,0.98,4.27,2.1,0.67,1,1,0,0
1,1,2025-01-03T11:44:00+00:00Z,1019,1,46,1.82,8.33,9.69,0.27,1,,0,1
1,2,2025-01-03T11:44:00+00:00Z,1023,0,25,1.49,7.18,6.69,0.69,0,1,0,0
1,1,2025-01-03T12:46:00+00:00Z,1023,0,31,0.54,9.8,10.76,0.17,0,1,1,1
1,2,2025-01-03T12:46:00+00:00Z,1023,0,60,1.44,8.06,3.65,0.07,0,0,0,0
1,1,2025-01-03T13:56:00+00:00Z,1023,0,60,0.73,5.51,1.72,0.9,0,0,0,0
1,2,2025-01-03T13:56:00+00:00Z,765,1,,1.86,8.71,8.46,0.01,0,0,,1
1,1,2025-01-03T14:57:00+00:00Z,1023,1,16,1.83,8.26,5.6,0.04,0,0,0,1
1,2,2025-01-03T14:57:00+00:00Z,1023,0,14,1.56,2.97,6.74,0.18,0,0,1,0
1,1,2025-01-03T15:55:00+00:00Z,1023,1,57,1.95,6.46,4.15,0.69,1,0,0,1
1,2,2025-01-03T15:55:00+00:00Z,1023,1,28,1.2,3.39,2.32,0.69,1,1,0,1
1,1,2025-01-03T16:59:00+00:00Z,1023,1,0,1.42,3.12,4.7,0.07,1,0,0,1
1,2,2025-01-03T16:59:00+00:00Z,1023,0,15,0.56,5.46,1.84,0.31,0,1,0,0
1,1,2025-01-03T17:58:00+00:00Z,1023,1,26,0.59,7.91,8.77,0.36,0,0,1,0
1,2,2025-01-03T17:58:00+00:00Z,1023,1,53,1.12,3.22,5.01,0.59,0,1,0,1
1,1,2025-01-03T19:03:00+00:00Z,991,0,5,1.35,5.84,,0.77,0,0,1,1
1,2,2025-01-03T19:03:00+00:00Z,1023,1,38,1.78,6.85,10.61,0.87,1,0,0,0
1,1,2025-01-03T19:53:00+00:00Z,1023,1,23,1.47,8.81,1.26,0.67,0,0,0,0
1,2,2025-01-03T19:53:00+00:00Z,1007,0,17,0.68,5.43,2.25,,1,1,0,0
1,1,2025-01-03T20:57:00+00:00Z,1023,1,50,0.84,1.88,8.23,0.41,0,0,1,0
1,2,2025-01-03T20:57:00+00:00Z,1023,0,38,1.84,2.2,3.82,0.19,0,1,0,0
1,1,2025-01-03T22:02:00+00:00Z,1023,1,36,1.58,6.57,1.32,0.33,0,1,1,1
1,2,2025-01-03T22:02:00+00:00Z,1023,0,9,1.1,6.35,7.28,0.03,1,0,1,0
1,1,2025-01-03T23:09:00+00:00Z,1023,1,24,1.98,5.96,7.47,0.14,1,0,0,1
1,2,2025-01-03T23:09:00+00:00Z,1023,0,4,1.48,4.14,1.07,0.1,0,1,0,0
1,1,2025-01-04T00:00:00+00:00Z,1022,1,43,1.8,9.46,3.97,0.82,0,0,0,
1,2,2025-01-04T00:00:00+00:00Z,895,0,60,,8.99,2.32,0.35,0,0,0,0
1,1,2025-01-04T01:04:00+00:00Z,1023,0,31,0.77,8.56,6.93,0.16,1,0,0,0
1,2,2025-01-04T01:04:00+00:00Z,735,1,,1.33,3.68,,0.03,1,1,1,0
1,1,2025-01-04T02:14:00+00:00Z,1023,1,16,1.04,4.63,7.32,0.09,0,0,1,0
1,2,2025-01-04T02:14:00+00:00Z,1023,1,54,1.37,8.35,8.27,0.2,0,0,1,0
1,1,2025-01-04T03:23:00+00:00Z,1023,0,13,0.67,6.78,10.17,0.44,1,1,0,1
1,2,2025-01-04T03:23:00+00:00Z,767,1,,1.03,4.64,8.36,1.0,0,1,0,0
1,1,2025-01-04T04:14:00+00:00Z,959,0,41,1.91,,10.97,0.13,0,0,0,1
1,2,2025-01-04T04:14:00+00:00Z,1023,1,52,1.98,2.22,1.6,0.5,1,0,0,0
1,1,2025-01-04T05:14:00+00:00Z,1023,1,49,1.68,2.73,1.77,0.06,0,1,0,0
1,2,2025-01-04T05:14:00+00:00Z,1023,0,60,1.76,7.87,8.57,0.93,0,0,0,0
1,1,2025-01-04T06:23:00+00:00Z,1023,1,4,1.03,7.35,6.61,0.91,0,1,1,1
1,2,2025-01-04T06:23:00+00:00Z,1023,0,39,0.61,7.39,11.09,0.56,1,0,1,1
1,1,2025-01-04T07:15:00+00:00Z,1007,0,52,1.46,2.1,8.4,,1,1,1,0
1,2,2025-01-04T07:15:00+00:00Z,1023,1,17,0.88,1.72,4.25,0.16,1,1,1,0
1,1,2025-01-04T08:08:00+00:00Z,1023,1,51,0.53,7.04,3.4,0.61,1,1,1,1
1,2,2025-01-04T08:08:00+00:00Z,1023,1,56,1.48,1.18,2.85,0.81,1,0,1,0
1,1,2025-01-04T09:18:00+00:00Z,1023,0,27,1.44,4.16,11.24,0.26,0,0,1,0
1,2,2025-01-04T09:18:00+00:00Z,1021,1,47,1.91,6.74,9.95,0.69,1,0,,1
1,1,2025-01-04T10:12:00+00:00Z,1023,1,3,0.93,4.26,7.92,0.36,0,1,1,0
1,2,2025-01-04T10:12:00+00:00Z,1023,1,19,0.77,6.86,3.15,0.01,1,0,1,1
1,1,2025-01-04T11:17:00+00:00Z,1023,0,26,1.54,7.99,10.86,0.75,0,0,0,1
1,2,2025-01-04T11:17:00+00:00Z,1023,1,32,1.14,6.99,10.53,0.9,0,0,0,1
1,1,2025-01-04T12:07:00+00:00Z,1023,0,13,1.88,5.63,1.13,0.97,1,0,1,1
1,2,2025-01-04T12:07:00+00:00Z,1023,0,60,1.96,8.62,10.65,0.82,0,0,0,0
1,1,2025-01-04T13:08:00+00:00Z,1023,0,43,1.45,3.25,11.98,0.57,1,1,0,1
1,2,2025-01-04T13:08:00+00:00Z,1023,1,51,1.93,5.61,4.74,0.29,0,0,1,1
1,1,2025-01-04T14:11:00+00:00Z,1023,0,29,0.75,1.86,11.32,0.14,1,0,0,0
1,2,2025-01-04T14:11:00+00:00Z,1023,0,27,1.21,6.48,6.05,0.77,1,0,0,0
1,1,2025-01-04T15:04:00+00:00Z,1023,1,6,1.55,1.69,3.87,0.11,0,1,0,1
1,2,2025-01-04T15:04:00+00:00Z,1023,0,1,1.94,5.28,11.87,0.35,0,1,1,0
1,1,2025-01-04T16:07:00+00:00Z,1023,0,9,0.92,4.48,1.25,0.75,1,1,0,1
1,2,2025-01-04T16:07:00+00:00Z,1023,1,37,1.34,4.12,7.59,0.95,1,0,1,1
1,1,2025-01-04T17:01:00+00:00Z,1007,0,60,1.03,1.45,8.23,,0,0,0,0
1,2,2025-01-04T17:01:00+00:00Z,1023,0,33,1.95,4.69,11.74,0.68,0,1,0,0
1,1,2025-01-04T18:02:00+00:00Z,1023,0,24,1.19,6.05,8.75,0.17,1,0,0,0
1,2,2025-01-04T18:02:00+00:00Z,1023,0,60,0.51,9.4,3.95,0.35,0,0,0,0
1,1,2025-01-04T19:09:00+00:00Z,1023,0,5,0.81,5.82,5.51,0.29,1,0,1,1
1,2,2025-01-04T19:09:00+00:00Z,1023,1,38,1.18,9.01,4.13,0.9,0,1,0,1
1,1,2025-01-04T20:04:00+00:00Z,895,1,12,,1.15,4.49,0.31,0,1,0,0
1,2,2025-01-04T20:04:00+00:00Z,1023,1,51,0.67,1.01,1.91,0.14,1,0,1,0
1,1,2025-01-04T20:54:00+00:00Z,1023,0,60,1.76,1.34,1.84,0.28,0,0,0,0
1,2,2025-01-04T20:54:00+00:00Z,1023,0,55,1.55,9.07,11.43,0.14,0,0,1,0
1,1,2025-01-04T21:53:00+00:00Z,1023,1,50,0.74,9.22,1.06,0.77,1,1,1,1
1,2,2025-01-04T21:53:00+00:00Z,1023,0,45,1.97,4.12,1.08,0.34,1,1,1,0
1,1,2025-01-04T22:49:00+00:00Z,1019,0,2,0.68,6.95,8.89,0.16,0,,1,0
1,2,2025-01-04T22:49:00+00:00Z,1023,0,26,1.81,5.35,9.71,0.35,0,1,1,1
1,1,2025-01-04T23:59:00+00:00Z,767,0,,1.23,4.96,7.53,0.38,0,1,1,1
1,2,2025-01-04T23:59:00+00:00Z,1023,1,47,0.68,2.57,1.67,0.75,1,0,1,0
1,1,2025-01-05T01:05:00+00:00Z,1023,0,60,0.64,1.25,11.4,0.81,0,0,0,0
1,2,2025-01-05T01:05:00+00:00Z,1023,0,41,1.39,5.85,6.31,0.85,1,0,1,1
1,1,2025-01-05T01:59:00+00:00Z,1023,1,48,1.79,1.08,8.99,0.58,0,1,0,1
1,2,2025-01-05T01:59:00+00:00Z,1023,1,21,1.91,9.72,1.09,0.4,1,1,1,1
1,1,2025-01-05T02:57:00+00:00Z,1023,1,23,1.88,4.96,7.63,0.44,0,1,1,1
1,2,2025-01-05T02:57:00+00:00Z,1023,0,2,0.62,8.81,3.48,0.52,0,1,1,0
1,1,2025-01-05T03:48:00+00:00Z,1023,1,1,1.91,9.03,11.7,0.25,0,1,0,0
1,2,2025-01-05T03:48:00+00:00Z,1021,0,22,1.79,8.82,11.06,0.46,1,0,,0
1,1,2025-01-05T04:46:00+00:00Z,1023,0,55,1.86,9.56,9.21,0.99,1,0,0,0
1,2,2025-01-05T04:46:00+00:00Z,1023,1,1,1.43,9.94,2.97,0.88,1,1,0,0
1,1,2025-01-05T05:52:00+00:00Z,1021,1,51,0.65,5.25,11.52,0.06,1,1,,0
1,2,2025-01-05T05:52:00+00:00Z,1023,0,48,1.14,8.41,5.95,0.84,1,0,0,1
1,1,2025-01-05T06:52:00+00:00Z,1023,0,38,1.26,8.24,4.49,0.34,1,0,1,1
1,2,2025-01-05T06:52:00+00:00Z,1023,1,35,1.93,3.88,1.69,0.86,0,1,1,1
1,1,2025-01-05T07:50:00+00:00Z,1023,1,46,0.54,3.44,10.52,0.54,0,1,0,0
1,2,2025-01-05T07:50:00+00:00Z,1023,0,29,1.94,4.9,10.3,0.96,1,1,0,1
1,1,2025-01-05T08:45:00+00:00Z,1023,0,44,1.8,8.06,3.77,0.61,0,1,1,0
1,2,2025-01-05T08:45:00+00:00Z,1023,0,60,1.9,7.21,4.12,1.0,0,0,0,0
